名称,面数据
九华山公园,"13226457.1,3749035.97,13226386.52,3749076.36,13226325.09,3749124.33,13226298.48,3749139.76,13226221.01,3749171.27,13226199.97,3749177.28,13226198.73,3749240.56,13226205.74,3749268.14,13226227.78,3749294.94,13226249.06,3749309.45,13226285.77,3749321.07,13226391.21,3749322.25,13226468.48,3749300.82,13226585.7,3749257.56,13226619.96,3749242.13,13226650.7,3749204.47,13226662.04,3749190.88,13226679.52,3749141.47,13226719.15,3748986.42,13226740.19,3748898.32,13226740.19,3748862.25,13226738.55,3748847.34,13226729.17,3748826.29,13226716.26,3748820.42,13226685.77,3748820.02,13226630.78,3748825.0,13226595.04,3748824.86,13226560.97,3748817.67,13226540.93,3748814.4,13226530.8,3748814.02,13226522.9,3748817.29,13226517.57,3748824.86,13226517.57,3748835.84,13226522.78,3748862.25,13226532.92,3748908.38,13226535.92,3748921.85,13226536.05,3748931.52,13226537.25,3748941.58,13226532.92,3748949.95,13226526.15,3748968.27,13226513.56,3748985.91,13226457.1,3749035.97"
宝塔公园,"13235405.62,3652687.47,13235397.85,3652709.51,13235391.16,3653177.39,13235407.75,3653205.78,13235429.11,3653213.18,13235465.42,3653214.47,13235484.45,3653214.87,13235497.8,3653213.7,13235509.7,3653207.74,13235513.51,3653196.06,13235520.84,3653164.81,13235539.88,3653072.62,13235553.02,3653037.2,13235562.16,3652995.71,13235573.94,3652985.33,13235594.54,3652988.2,13235606.32,3652995.83,13235623.59,3652996.75,13235646.88,3652962.51,13235662.35,3652932.7,13235693.61,3652856.71,13235705.51,3652817.15,13235713.08,3652773.07,13235713.64,3652740.26,13235701.3,3652702.52,13235674.57,3652677.89,13235629.73,3652661.92,13235574.74,3652657.92,13235478.88,3652657.78,13235441.57,3652666.73,13235418.97,3652677.23,13235405.62,3652687.47"
乌龙山公园,"13233009.35,3761948.09,13233028.83,3761961.17,13233044.74,3761966.15,13233075.24,3761971.65,13233090.27,3761978.59,13233101.85,3761988.65,13233107.74,3762006.59,13233108.74,3762025.16,13233105.29,3762045.59,13233104.73,3762049.63,13233108.3,3762060.12,13233123.77,3762075.16,13233180.76,3762117.57,13233210.29,3762135.09,13233229.77,3762143.6,13233274.85,3762147.15,13233290.32,3762144.65,13233305.35,3762134.57,13233364.78,3761949.13,13233376.8,3761844.58,13233376.24,3761806.62,13233373.8,3761795.12,13233373.24,3761728.64,13233369.79,3761701.67,13233360.33,3761660.58,13233354.76,3761632.18,13233333.84,3761563.09,13233291.32,3761402.14,13233285.75,3761394.15,13233276.86,3761390.62,13233096.28,3761391.68,13232908.24,3761394.15,13232897.22,3761397.7,13232895.78,3761392.59,13232889.77,3761398.61,13232908.8,3761473.59,13232929.28,3761542.16,13232940.78,3761580.11,13232942.31,3761596.59,13232945.79,3761653.13,13232948.32,3761775.61,13232949.32,3761801.66,13232954.81,3761821.69,13232965.27,3761835.16,13232985.31,3761855.19,13232988.75,3761861.06,13232992.32,3761866.17,13232992.76,3761882.67,13232988.75,3761920.09,13232989.76,3761929.12,13232995.77,3761937.09,13233009.35,3761948.09"
体育运动公园,"13233646.31,3747587.55,13233666.23,3747595.52,13233689.27,3747591.99,13233716.24,3747582.45,13233848.25,3747544.02,13233964.23,3747519.45,13234116.76,3747493.56,13234154.71,3747484.02,13234180.76,3747470.57,13234301.79,3747398.54,13234353.32,3747379.07,13234361.78,3747361.95,13234357.77,3747348.48,13234239.31,3747286.0,13234215.26,3747284.97,13234196.79,3747294.49,13234138.8,3747327.95,13234115.32,3747335.03,13234084.82,3747335.03,13234038.73,3747322.99,13233981.26,3747289.01,13233957.22,3747281.56,13233939.3,3747278.55,13233911.25,3747278.95,13233887.33,3747286.0,13233837.23,3747367.04,13233818.32,3747384.55,13233790.26,3747399.06,13233754.32,3747406.51,13233677.81,3747409.01,13233650.32,3747411.48,13233607.24,3747439.98,13233564.28,3747476.45,13233555.26,3747491.99,13233563.28,3747512.0,13233646.31,3747587.55"
燕子矶公园,"13227535.93,3760379.13,13227514.45,3760385.14,13227479.5,3760395.09,13227461.47,3760399.67,13227446.44,3760401.11,13227431.93,3760400.07,13227431.49,3760405.03,13227388.41,3760547.15,13227420.47,3760559.56,13227447.96,3760564.68,13227474.49,3760564.15,13227490.52,3760552.11,13227509.56,3760533.14,13227525.47,3760526.6,13227559.97,3760525.54,13227578.45,3760533.14,13227645.89,3760593.06,13227673.39,3760609.56,13227694.99,3760582.08,13227697.99,3760567.55,13227691.42,3760555.12,13227630.43,3760454.9,13227581.77,3760386.98,13227567.99,3760378.49,13227557.85,3760376.0,13227535.93,3760379.13"
钟山风景名胜区,"13228519.1,3750483.55,13228568.19,3750509.42,13228629.19,3750556.49,13228844.15,3750763.45,13228885.15,3750831.43,13228990.11,3750941.52,13229088.17,3751022.45,13229204.19,3751107.43,13229373.15,3751232.42,13229395.43,3751262.63,13229401.44,3751298.84,13229392.18,3751321.46,13229312.03,3751379.26,13229259.17,3751419.53,13229204.27,3751436.25,13229102.2,3751438.49,13229088.17,3751449.47,13229088.17,3751470.51,13229101.19,3751528.45,13229114.1,3751569.5,13229123.12,3751578.51,13229150.17,3751580.48,13229163.55,3751569.36,13229189.16,3751554.45,13229219.22,3751553.54,13229243.14,3751563.48,13229262.38,3751584.15,13229327.42,3751683.63,13229323.17,3751736.46,13229309.83,3751767.45,13229287.91,3751794.26,13229249.15,3751828.52,13229213.21,3751880.41,13229201.18,3751905.52,13229203.19,3751914.55,13229211.64,3751922.0,13229223.1,3751939.12,13229247.59,3751965.27,13229284.54,3752023.06,13229340.0,3752126.37,13229355.79,3752168.35,13229371.5,3752186.64,13229408.33,3752213.19,13229532.13,3752304.46,13229582.22,3752329.43,13229681.85,3752362.51,13229801.07,3752386.57,13229947.23,3752411.28,13230053.35,3752428.82,13230162.63,3752463.33,13230300.13,3752523.48,13230343.77,3752551.86,13230414.23,3752616.85,13230448.17,3752652.54,13230585.23,3752820.44,13230632.2,3752866.48,13230704.21,3752918.51,13230742.16,3752938.52,13231225.19,3753130.48,13231294.2,3753148.53,13231389.18,3753165.53,13231536.14,3753190.5,13231548.16,3753181.47,13231582.67,3753144.47,13231628.39,3753080.53,13231691.19,3753001.56,13231727.14,3752971.46,13231811.42,3752911.46,13231901.03,3752865.02,13231957.01,3752835.47,13232016.8,3752812.33,13232054.31,3752802.66,13232081.17,3752802.53,13232094.19,3752816.52,13232099.08,3752843.32,13232094.19,3752886.75,13232070.14,3753109.43,13232061.21,3753213.64,13232058.2,3753239.55,13232063.21,3753260.47,13232078.92,3753268.96,13232097.2,3753270.8,13232173.1,3753263.08,13232244.11,3753261.51,13232314.81,3753261.39,13232373.92,3753258.1,13232405.66,3753245.29,13232441.72,3753211.57,13232671.6,3752884.77,13232941.87,3752468.95,13232987.87,3752409.19,13233001.22,3752383.44,13233008.55,3752363.83,13232995.65,3752347.35,13232949.8,3752304.86,13232850.49,3752246.53,13232800.28,3752225.34,13232729.71,3752206.27,13232654.44,3752196.72,13232636.85,3752180.24,13232622.62,3752164.56,13232613.05,3752152.26,13232616.49,3752131.86,13232621.94,3752090.28,13232659.89,3751900.42,13232677.29,3751846.29,13232697.65,3751810.72,13232717.0,3751800.4,13232735.72,3751797.65,13232760.76,3751796.87,13232784.37,3751801.57,13232825.45,3751812.17,13232863.96,3751822.24,13232901.91,3751823.02,13232949.12,3751818.45,13232980.5,3751824.19,13233009.55,3751838.72,13233033.84,3751864.73,13233055.44,3751900.04,13233071.79,3751941.1,13233093.71,3751966.58,13233138.16,3751999.53,13233206.16,3752039.42,13233236.22,3752056.42,13233259.14,3752062.42,13233304.11,3752035.5,13233402.17,3751978.48,13233538.23,3751892.45,13233601.11,3751846.43,13233737.16,3751717.51,13233802.17,3751639.45,13233944.19,3751501.5,13234456.84,3751079.72,13234616.14,3750957.48,13234690.16,3750898.51,13234711.2,3750862.42,13234811.19,3750656.51,13235043.18,3750250.44,13235109.19,3750078.53,13235191.22,3749812.48,13235319.14,3749319.52,13235350.2,3749079.51,13235429.11,3749003.42,13235437.12,3748966.44,13235435.12,3748871.53,13235428.23,3748842.52,13235414.2,3748807.48,13235349.2,3748580.41,13235321.15,3748353.5,13235308.24,3748251.4,13235288.2,3748158.47,13235258.15,3748066.46,13235232.18,3748020.45,13235203.12,3748001.49,13235171.18,3747994.44,13235134.11,3747990.51,13235112.19,3747975.49,13235093.16,3747940.45,13235059.77,3747731.97,13235009.44,3747662.44,13234924.16,3747595.52,13234819.2,3747528.46,13234720.13,3747480.49,13234615.14,3747506.5,13234556.15,3747480.49,13234455.84,3747425.21,13234422.21,3747415.54,13234381.14,3747415.54,13234312.13,3747436.45,13234275.74,3747462.85,13234143.13,3747528.46,13233936.18,3747562.44,13233863.16,3747577.49,13233687.19,3747633.43,13233635.17,3747658.52,13233505.17,3747777.45,13233461.2,3747793.54,13233402.17,3747799.41,13233339.17,3747786.48,13233301.22,3747772.49,13233155.19,3747693.41,13233097.16,3747685.44,13233051.19,3747703.48,13232992.2,3747748.44,13232870.17,3747783.47,13232818.19,3747790.53,13232833.1,3747724.52,13232801.16,3747650.41,13232759.2,3747480.49,13232716.12,3747226.54,13232706.22,3746966.44,13232723.13,3746865.42,13232787.13,3746657.48,13232825.21,3746526.53,13232852.14,3746407.45,13232834.1,3746393.48,13232800.84,3746392.31,13232750.87,3746390.59,13232659.77,3746392.95,13232442.16,3746429.42,13232004.22,3746537.49,13231851.61,3746557.24,13231806.73,3746567.42,13231633.2,3746561.43,13231419.8,3746517.5,13231119.88,3746459.61,13231044.21,3746455.42,13230968.15,3746458.43,13230878.1,3746473.46,13230804.2,3746491.5,13230564.19,3746554.49,13230376.28,3746606.11,13230004.34,3746707.8,13229934.0,3746711.45,13229867.2,3746716.41,13229846.16,3746717.47,13229775.14,3746756.55,13229754.1,3746755.49,13229718.16,3746707.53,13229703.13,3746692.5,13229666.94,3746686.22,13229575.09,3746666.63,13229475.14,3746645.45,13229284.1,3746597.5,13229212.2,3746564.42,13229164.11,3746555.53,13229105.08,3746524.44,13229057.67,3746504.83,13229003.01,3746492.01,13228941.13,3746492.53,13228924.22,3746510.45,13228916.21,3746537.49,13228947.14,3746592.52,13228941.13,3746661.53,13228985.1,3746696.42,13228995.12,3746715.5,13229005.13,3746742.42,13229018.16,3746757.47,13229081.16,3746861.5,13229126.12,3746908.55,13229130.13,3746936.51,13229124.12,3746978.46,13229126.12,3747009.45,13229135.14,3747042.51,13229205.19,3747202.48,13229237.13,3747251.51,13229333.99,3747338.68,13229394.19,3747390.43,13229528.12,3747509.51,13229631.19,3747599.43,13229724.81,3747693.93,13229736.19,3747789.49,13229774.14,3747943.46,13229788.17,3747975.49,13229805.2,3747997.45,13229888.12,3748047.51,13229913.16,3748239.51,13229901.14,3748301.47,13229819.11,3748373.49,13229815.1,3748405.39,13229949.15,3748575.45,13230001.13,3748827.47,13229971.19,3748905.51,13229721.16,3749159.51,13229429.17,3749185.4,13229237.45,3749214.41,13229086.41,3749222.64,13228963.38,3749221.47,13228676.39,3749137.03,13228467.12,3749018.71,13228374.71,3748901.07,13228320.08,3748820.56,13228257.17,3748799.51,13228176.13,3748891.52,13228113.13,3748926.44,13228018.52,3748941.98,13227984.65,3748948.66,13227964.17,3748946.43,13227938.12,3748947.48,13227920.21,3748966.44,13227912.08,3749056.75,13227891.16,3749177.94,13227865.11,3749255.47,13227799.18,3749369.44,13227702.12,3749499.52,13227578.13,3749637.44,13227538.13,3749674.43,13227529.11,3749719.53,13227542.14,3749755.48,13227599.17,3749829.48,13227639.0,3749878.37,13227652.03,3749885.44,13227679.2,3749885.44,13227731.18,3749846.48,13227771.13,3749813.54,13227797.18,3749801.5,13227820.14,3749803.47,13227841.18,3749810.53,13227878.13,3749859.55,13227894.16,3749926.47,13227925.1,3750051.47,13227984.53,3750153.96,13228054.1,3750252.53,13228107.12,3750298.55,13228149.2,3750338.43,13228200.18,3750380.52,13228237.13,3750400.53,13228389.21,3750440.52,13228447.2,3750458.44,13228519.1,3750483.55"
濑渚洲公园,"13236251.46,3652236.74,13236270.13,3652366.02,13236306.64,3653434.55,13236311.65,3653475.78,13236329.68,3653506.65,13236375.25,3653551.25,13236452.28,3653600.8,13236486.46,3653615.19,13236517.04,3653612.59,13236535.55,3653598.98,13236563.36,3653570.7,13236574.51,3653546.59,13236576.95,3653509.5,13236562.92,3653443.36,13236543.77,3653398.88,13236514.95,3653318.86,13236511.15,3653265.31,13236524.85,3653192.57,13236543.09,3653071.32,13236563.04,3652926.08,13236572.06,3652756.72,13236581.16,3652540.81,13236597.87,3652429.29,13236608.21,3652382.24,13236609.77,3652308.18,13236609.45,3652253.34,13236613.58,3652208.34,13236609.13,3652190.32,13236595.87,3652172.94,13236577.39,3652166.73,13236466.5,3652150.13,13236403.5,3652142.35,13236356.86,3652143.77,13236312.77,3652151.28,13236284.96,3652157.9,13236266.24,3652169.84,13236252.54,3652194.73,13236251.46,3652236.74"
长江观音景区,"13222608.41,3756629.79,13222617.43,3756648.36,13222709.4,3756733.4,13222793.88,3756807.81,13222862.89,3756860.27,13222944.96,3756906.32,13223111.92,3756985.32,13223184.41,3757030.84,13223252.86,3757082.77,13223361.39,3757175.26,13223401.34,3757202.86,13223470.95,3757238.32,13223525.38,3757261.85,13223621.44,3757315.36,13223785.43,3757426.81,13223849.43,3757482.29,13223942.92,3757553.32,13224135.97,3757674.84,13224213.87,3757724.8,13224271.9,3757779.37,13224305.97,3757819.27,13224368.97,3757940.28,13224397.46,3758010.79,13224445.87,3758084.82,13224476.37,3758112.3,13224563.89,3758165.81,13224587.94,3758168.28,13224602.4,3758168.28,13224637.91,3758146.32,13224651.38,3758142.4,13224667.41,3758145.27,13224723.95,3758206.37,13224735.86,3758215.4,13224752.45,3758220.88,13224781.42,3758234.35,13224797.45,3758249.79,13224807.91,3758259.34,13224899.96,3758316.38,13224939.92,3758354.32,13224971.42,3758381.8,13225041.43,3758450.34,13225060.95,3758464.87,13225098.46,3758484.88,13225130.96,3758497.83,13225184.38,3758530.81,13225305.93,3758647.76,13225445.87,3758755.83,13225474.37,3758788.79,13225492.4,3758802.8,13225528.91,3758821.78,13225549.95,3758822.29,13225559.89,3758815.88,13225565.42,3758792.32,13225560.89,3758753.86,13225535.92,3758700.89,13225527.91,3758668.82,13225523.9,3758641.88,13225531.35,3758569.79,13225541.93,3758542.31,13225548.39,3758538.78,13225576.44,3758540.36,13225593.95,3758546.78,13225607.42,3758556.32,13225619.44,3758576.33,13225629.46,3758612.84,13225635.47,3758653.77,13225650.38,3758708.86,13225675.42,3758751.76,13225705.36,3758791.8,13225724.4,3758825.82,13225729.41,3758848.84,13225729.41,3758894.78,13225733.41,3758921.86,13225746.44,3758950.76,13225787.4,3758993.8,13225921.45,3759110.77,13225930.46,3759124.78,13225943.37,3759156.82,13225943.37,3759171.87,13225957.4,3759219.9,13225987.45,3759245.78,13226051.45,3759314.88,13226071.37,3759331.88,13226143.43,3759379.77,13226269.42,3759451.85,13226335.43,3759490.85,13226424.39,3759546.85,13226450.44,3759562.81,13226512.44,3759617.76,13226556.4,3759651.78,13226637.44,3759693.77,13226776.38,3759757.88,13226842.38,3759809.83,13226883.38,3759857.84,13226899.41,3759886.76,13226905.42,3759927.85,13226911.43,3759937.8,13226922.45,3759944.85,13226965.41,3759952.84,13226978.44,3759958.86,13226992.46,3759969.84,13227017.39,3760016.82,13227031.42,3760048.88,13227049.45,3760072.82,13227173.45,3760169.77,13227264.42,3760224.88,13227308.38,3760246.86,13227486.39,3760318.82,13227501.42,3760319.86,13227515.45,3760310.83,13227533.36,3760285.84,13227557.41,3760242.79,13227604.38,3760168.85,13227678.4,3760084.85,13227685.41,3760072.82,13227691.42,3760058.83,13227693.42,3759959.78,13227696.43,3759930.86,13227691.42,3759915.82,13227677.39,3759906.79,13227631.43,3759902.86,13227542.38,3759899.85,13227487.4,3759903.78,13227445.44,3759909.8,13227399.43,3759913.84,13227327.42,3759910.83,13227288.46,3759904.82,13227266.42,3759903.78,13227234.48,3759896.84,13227180.38,3759859.82,13227116.46,3759773.84,13227050.45,3759634.78,13227022.4,3759559.81,13226984.45,3759351.77,13226949.38,3759251.8,13226891.39,3759164.81,13226695.47,3758960.84,13226542.38,3758765.77,13226456.46,3758633.77,13226407.48,3758488.8,13226396.46,3758407.83,13226393.46,3758322.79,13226414.38,3758247.84,13226446.44,3758176.79,13226466.47,3758094.77,13226453.45,3758032.77,13226410.37,3757935.81,13226362.4,3757878.78,13226307.37,3757853.8,13226223.46,3757833.78,13226142.42,3757830.77,13226114.37,3757814.82,13225922.45,3757538.79,13225795.41,3757415.83,13225627.45,3757275.86,13225555.4,3757248.78,13225498.41,3757235.83,13225442.43,3757242.76,13225300.4,3757276.76,13225119.38,3757295.87,13224988.45,3757291.81,13224833.4,3757250.87,13224757.38,3757209.8,13224705.36,3757170.82,13224659.39,3757128.83,13224556.44,3757033.85,13224192.39,3756768.83,13224023.43,3756650.85,13223836.4,3756543.85,13223706.4,3756465.77,13223650.37,3756423.78,13223599.4,3756347.77,13223580.36,3756327.76,13223524.37,3756281.85,13223492.43,3756265.76,13223426.39,3756249.8,13223157.44,3756218.81,13222846.42,3756232.8,13222817.36,3756241.83,13222759.37,3756295.86,13222691.37,3756392.77,13222642.39,3756480.8,13222615.42,3756564.78,13222606.41,3756603.76,13222608.41,3756629.79"
伯乐园,"13227757.34,3757976.65,13227753.34,3757986.71,13227754.66,3758060.23,13227761.35,3758071.23,13227770.81,3758074.1,13227781.83,3758073.7,13227825.91,3758065.21,13227836.81,3758058.14,13227861.3,3758032.63,13227866.87,3758014.83,13227866.23,3757990.78,13227866.31,3757976.65,13227859.86,3757971.15,13227783.71,3757971.15,13227771.69,3757972.32,13227763.8,3757973.9,13227757.34,3757976.65"
蓝湾咖啡(南湖店),"13221236.07,3744846.32,13221230.06,3744860.55,13221228.93,3744870.35,13221233.74,3744891.8,13221256.67,3744953.08,13221303.63,3745040.37,13221316.66,3745066.11,13221324.67,3745078.65,13221340.14,3745080.62,13221383.1,3745103.08,13221395.69,3745119.17,13221405.14,3745137.06,13221451.03,3745155.76,13221458.69,3745155.1,13221484.21,3745145.17,13221506.14,3745129.09,13221564.69,3745111.59,13221620.67,3745081.66,13221622.11,3745042.58,13221640.59,3745001.68,13221670.0,3744988.75,13221683.23,3744985.48,13221691.36,3744983.53,13221697.62,3744979.6,13221701.14,3744973.07,13221703.15,3744963.14,13221702.14,3744948.63,13221710.4,3744805.02,13221708.4,3744798.75,13221705.51,3744794.16,13221702.83,3744788.68,13221697.82,3744786.19,13221689.8,3744783.46,13221590.17,3744782.15,13221583.16,3744779.79,13221577.27,3744778.36,13221569.57,3744772.62,13221563.24,3744765.94,13221556.55,3744761.64,13221546.85,3744755.62,13221537.51,3744753.15,13221447.02,3744752.75,13221431.55,3744756.14,13221404.82,3744758.49,13221375.89,3744764.11,13221364.63,3744765.55,13221343.71,3744771.05,13221324.91,3744781.77,13221286.72,3744808.15,13221244.64,3744835.08,13221236.07,3744846.32"
太子山公园,"13220533.18,3769983.4,13220595.54,3769990.22,13220642.07,3770012.34,13220690.48,3770058.83,13220731.88,3770086.59,13220767.95,3770101.12,13220811.83,3770099.83,13220856.91,3770095.88,13220892.18,3770079.38,13220926.24,3770064.85,13220950.29,3770043.51,13220980.47,3770018.24,13221003.39,3769980.25,13221008.52,3769923.81,13221027.11,3769828.09,13221024.23,3769771.4,13221000.62,3769726.22,13220965.76,3769717.71,13220919.59,3769716.79,13220861.24,3769711.29,13220820.04,3769693.33,13220757.73,3769662.17,13220713.4,3769630.74,13220605.44,3769590.94,13220436.88,3769566.07,13220347.51,3769565.41,13220246.64,3769572.21,13220161.24,3769586.22,13220116.64,3769598.79,13220104.38,3769625.12,13220109.83,3769660.99,13220148.7,3769689.81,13220192.78,3769698.06,13220263.44,3769699.23,13220375.57,3769710.49,13220433.76,3769730.66,13220463.37,3769769.94,13220469.3,3769792.86,13220467.74,3769822.59,13220455.04,3769879.03,13220454.72,3769910.46,13220465.5,3769941.89,13220485.77,3769964.67,13220508.9,3769978.42,13220533.18,3769983.4"
琵琶湖景区,"13229297.56,3747855.1,13229385.09,3747818.11,13229434.06,3747798.1,13229449.09,3747789.61,13229456.1,3747781.12,13229455.54,3747771.57,13229451.09,3747754.06,13229424.04,3747667.15,13229404.13,3747632.63,13229353.55,3747564.67,13229347.1,3747547.67,13229341.53,3747506.64,13229349.1,3747414.63,13229348.54,3747404.16,13229347.54,3747396.59,13229345.09,3747389.65,13229198.06,3747255.15,13229180.58,3747233.59,13229161.11,3747194.13,13229123.04,3747105.11,13229097.07,3747055.07,13229023.05,3746932.07,13228961.61,3746824.11,13228892.04,3746703.08,13228838.58,3746606.11,13228826.04,3746581.67,13228794.06,3746500.64,13228782.03,3746474.64,13228766.56,3746448.11,13228734.06,3746402.63,13228728.61,3746400.14,13228721.04,3746399.62,13228710.02,3746402.09,13228705.57,3746408.11,13228700.56,3746423.66,13228700.56,3746426.15,13228758.11,3746555.15,13228820.11,3746684.67,13228838.58,3746738.12,13228871.56,3746858.09,13228882.14,3746889.08,13228960.05,3747059.11,13229007.58,3747157.14,13229009.02,3747168.64,13229003.01,3747181.58,13228960.05,3747229.66,13228928.55,3747269.14,13228876.13,3747326.66,13228830.04,3747380.63,13228782.59,3747436.57,13228734.62,3747497.09,13228724.61,3747515.13,13228721.04,3747530.15,13228718.03,3747556.56,13228720.6,3747560.09,13228717.59,3747578.66,13228719.6,3747608.06,13228739.07,3747701.64,13228751.54,3747786.6,13228752.1,3747809.08,13228748.53,3747832.62,13228741.08,3747852.09,13228726.05,3747879.67,13228713.02,3747891.17,13228672.63,3747917.57,13228625.54,3747943.58,13228574.08,3747968.55,13228501.06,3747994.56,13228410.13,3748024.09,13228316.08,3748055.08,13228213.08,3748087.63,13228085.08,3748126.05,13227967.06,3748160.57,13227855.09,3748192.59,13227844.07,3748197.16,13227834.05,3748208.68,13227828.04,3748225.66,13227824.03,3748237.15,13227825.03,3748274.16,13227831.6,3748319.12,13227847.63,3748390.09,13227857.09,3748527.08,13227854.09,3748550.1,13227845.63,3748557.67,13227681.08,3748573.62,13227584.14,3748578.06,13227491.6,3748587.09,13227447.08,3748592.57,13227418.03,3748599.1,13227398.11,3748610.62,13227386.53,3748620.55,13227361.6,3748636.11,13227359.03,3748637.15,13227359.03,3748644.08,13227326.53,3748651.14,13227326.09,3748646.56,13227277.56,3748659.63,13227264.54,3748664.07,13227253.6,3748669.57,13227247.06,3748671.67,13227243.06,3748676.63,13227235.04,3748703.15,13227233.04,3748777.67,13227231.03,3748805.65,13227229.55,3748814.14,13227225.54,3748822.65,13227217.09,3748827.09,13227142.51,3748832.05,13227135.05,3748835.58,13227131.61,3748851.66,13227138.06,3748881.08,13227144.51,3748882.63,13227172.56,3748881.08,13227182.02,3748880.16,13227354.03,3748849.17,13227401.55,3748846.16,13227433.62,3748855.57,13227490.6,3748879.11,13227514.57,3748882.63,13227607.06,3748882.12,13227654.59,3748874.14,13227750.09,3748865.12,13227833.61,3748879.11,13227906.06,3748892.58,13227937.12,3748899.63,13227961.61,3748904.08,13227979.52,3748906.17,13228077.63,3748897.14,13228102.11,3748888.65,13228119.03,3748878.59,13228167.56,3748830.08,13228197.61,3748795.07,13228216.53,3748765.11,13228224.1,3748753.1,13228226.55,3748743.55,13228226.11,3748735.58,13228222.1,3748723.56,13228194.61,3748692.05,13228169.12,3748661.6,13228141.07,3748622.64,13228135.62,3748605.64,13228128.04,3748582.64,13228123.59,3748553.63,13228123.59,3748528.66,13228128.6,3748508.65,13228136.62,3748490.61,13228147.08,3748476.1,13228163.55,3748461.08,13228291.11,3748388.65,13228318.6,3748374.66,13228347.58,3748368.15,13228377.07,3748363.17,13228406.57,3748359.12,13228428.61,3748359.12,13228467.56,3748366.57,13228510.08,3748364.6,13228527.55,3748367.09,13228726.61,3748333.63,13228796.06,3748321.61,13228831.05,3748309.58,13228951.59,3748226.57,13228982.09,3748203.18,13229015.03,3748167.1,13229058.55,3748099.13,13229080.6,3748066.06,13229113.58,3748027.1,13229230.56,3747896.67,13229276.52,3747862.67,13229297.56,3747855.1"
夫子庙,"13224473.7,3742587.6,13224473.7,3742743.6,13224317.2,3742743.6,13224317.2,3742899.7,13223378.0,3742899.7,13223378.0,3744772.2,13223534.5,3744772.2,13223534.5,3744928.2,13224786.8,3744928.2,13224786.8,3744772.2,13225256.4,3744772.2,13225256.4,3742899.7,13225099.9,3742899.7,13225099.9,3742743.6,13224943.3,3742743.6,13224943.3,3742431.6,13224473.7,3742431.6"
励志社旧址,"13227028.41,3746622.33,13227038.43,3746618.78,13227041.68,3746581.53,13227035.18,3746532.01,13227029.65,3746518.02,13227016.15,3746505.49,13226884.14,3746519.46,13226875.44,3746524.82,13226879.89,3746587.81,13226819.46,3746593.31,13226824.47,3746641.8,13226903.18,3746635.52,13226972.43,3746630.3,13227028.41,3746622.33"
龙王山风景区,"13215020.24,3765330.36,13214999.77,3765318.32,13214967.7,3765287.43,13214956.24,3765265.43,13214944.22,3765234.42,13214935.2,3765221.85,13214923.74,3765215.83,13214720.24,3765179.44,13214592.76,3765163.86,13214536.21,3765161.38,13214504.71,3765172.36,13214470.77,3765189.38,13214444.72,3765209.93,13214417.79,3765241.88,13214347.78,3765370.42,13214296.76,3765499.36,13214265.7,3765601.85,13214255.24,3765694.4,13214237.77,3765773.86,13214252.8,3765881.34,13214294.76,3765998.38,13214375.27,3766140.93,13214512.17,3766260.33,13214663.13,3766420.3,13214816.1,3766584.73,13214887.11,3766642.21,13214928.19,3766677.28,13215029.58,3766751.26,13215170.09,3766833.74,13215257.13,3766883.75,13215437.59,3766995.81,13215591.64,3767078.29,13215784.56,3767182.78,13215998.65,3767301.78,13216087.13,3767346.3,13216150.17,3767369.73,13216231.64,3767383.21,13216311.11,3767381.77,13216344.62,3767367.76,13216385.13,3767325.73,13216444.61,3767293.78,13216484.68,3767285.81,13216511.61,3767288.82,13216541.11,3767299.29,13216571.16,3767326.79,13216598.66,3767347.21,13216633.16,3767351.26,13216681.17,3767349.83,13216799.15,3767305.7,13216850.57,3767283.72,13216871.17,3767252.29,13216874.17,3767225.33,13216857.14,3767206.2,13216828.09,3767195.22,13216772.1,3767190.75,13216749.18,3767181.33,13216732.59,3767155.28,13216734.15,3767134.33,13216750.62,3767113.77,13216750.62,3767089.29,13216743.29,3767062.85,13216622.7,3766996.34,13216513.29,3766939.39,13216437.23,3766894.87,13216329.27,3766808.33,13216223.75,3766698.88,13216050.3,3766558.43,13215847.24,3766378.41,13215720.8,3766228.38,13215623.7,3766109.9,13215574.73,3766026.4,13215459.31,3765801.88,13215411.78,3765685.38,13215341.29,3765511.93,13215333.71,3765489.41,13215298.21,3765428.93,13215223.31,3765351.45,13215197.82,3765349.35,13215171.77,3765357.33,13215123.24,3765363.88,13215058.2,3765352.88,13215020.24,3765330.36"
竹山文化休闲公园,"13230206.16,3734542.36,13230275.65,3734538.83,13230349.1,3734531.91,13230403.09,3734521.85,13230401.08,3734479.42,13230393.63,3734427.84,13230390.62,3734420.93,13230360.69,3734400.44,13230337.08,3734390.38,13230274.64,3734363.87,13230258.61,3734369.35,13230243.14,3734379.94,13230206.64,3734425.89,13230203.63,3734443.91,13230206.16,3734542.36"
